id,screen_name,text,url,timestamp,choose_one_category,crisis_related,choose_one_category_a1,choose_one_category_a2,choose_one_category_a3
721704740510371840,MJcLyvssJcIn4TH,"Registrado un terremoto de magnitud 6,9 en Birmania https://t.co/Ts4DnmYcWs vía @elmundoes",https://www.twitter.com/MJcLyvssJcIn4TH/status/721704740510371840,2016-04-17 14:19:53,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721693866244513793,arclyym,Putin envía condolencias a Ecuador tras terremoto:                                                       El te... https://t.co/gdQPKVjppr,https://www.twitter.com/arclyym/status/721693866244513793,2016-04-17 13:36:40,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721712796644147201,Nelsonk8,En Ecuador implantaron un plan de entrega de kit de alimentos a los afectados del terremoto...  nosotros estamos casi igual o peor q Ecuador,https://www.twitter.com/Nelsonk8/status/721712796644147201,2016-04-17 14:51:54,donation_needs_or_offers_or_volunteering_services,yes,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services
721578146307280897,anyinetmendez,Angustioso rescate tras colapso de un puente en Ecuador por fuerte terremoto (Video) https://t.co/PhsOt16m8Y... https://t.co/5EIyZLhY9V,https://www.twitter.com/anyinetmendez/status/721578146307280897,2016-04-17 05:56:51,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721699128518938624,caruccicandanga,El terremoto de Ecuador fue seis veces más potente que el de Japón https://t.co/WwP2VBQqqW https://t.co/F4qfdFY7Cj,https://www.twitter.com/caruccicandanga/status/721699128518938624,2016-04-17 13:57:35,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721577219995365376,Ecuador_News,Las redes se agitan por extraña luz en el cielo durante terremoto en Ecuador : https://t.co/sg2lQ2q7M3 (El Universo - eluniversocom),https://www.twitter.com/Ecuador_News/status/721577219995365376,2016-04-17 05:53:10,caution_and_advice,yes,caution_and_advice,caution_and_advice,caution_and_advice
721669529550647296,rinonpower,Oración por Ecuador y Japón. Tras terremoto!!!!! Oración permanente por Venezuela.,https://www.twitter.com/rinonpower/status/721669529550647296,2016-04-17 11:59:58,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721599020637011968,NotiArepa,El terremoto de Ecuador en imágenes (+Fotos) - https://t.co/lsxBArVL6u,https://www.twitter.com/NotiArepa/status/721599020637011968,2016-04-17 07:19:47,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721571288762998784,mdonosomuller,"Provincias de la Costa fueron las más afectadas por fuerte terremoto en Ecuador: Al menos 41 muertos, según un... https://t.co/PoxtP5LbZN",https://www.twitter.com/mdonosomuller/status/721571288762998784,2016-04-17 05:29:36,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721619638619021312,titothc,Quinindé da cuenta de heridos y casas destrozadas tras terremoto: La Secretaría de Gestión de Riesgos en el Ca... https://t.co/nc377nMXOK,https://www.twitter.com/titothc/status/721619638619021312,2016-04-17 08:41:43,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721614590660857856,kyenasantiago,"Así se sintió en Quito el terremoto de 7,8 en Ecuador https://t.co/bMuYqFR58b",https://www.twitter.com/kyenasantiago/status/721614590660857856,2016-04-17 08:21:40,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721569254835924992,tvecuador,¿Qué hacer tras un terremoto? Autoridades recomiendan preparar una mochila de emergencia. https://t.co/n8A8zeh3Iv,https://www.twitter.com/tvecuador/status/721569254835924992,2016-04-17 05:21:31,caution_and_advice,yes,caution_and_advice,caution_and_advice,caution_and_advice
721695665105993728,joaquinbala_,Al menos 77 muertos y 588 heridos por el terremoto de Ecuador https://t.co/SQ4D1AIZRg,https://www.twitter.com/joaquinbala_/status/721695665105993728,2016-04-17 13:43:49,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721565248034103296,infomerida_ve,CALLES DESTROZADAS Vea las imágenes de cómo quedó Ecuador después del terremoto https://t.co/YkV8e2hbPH https://t.co/TlDVeOpOKW #Merida,https://www.twitter.com/infomerida_ve/status/721565248034103296,2016-04-17 05:05:35,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721519461157568512,jatirado,"Un terremoto de 7,5 grados sacude la costa de Ecuador https://t.co/tVrJP3wz4i",https://www.twitter.com/jatirado/status/721519461157568512,2016-04-17 02:03:39,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721572537101115396,amoranp,Siguiendo las incidencias del terremoto en Ecuador,https://www.twitter.com/amoranp/status/721572537101115396,2016-04-17 05:34:33,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721600118223413248,chv777,Si no fuera por CNN o internet..en Ecuador no estaríamos ni enterados que hubo un terremoto en nuestro propio país,https://www.twitter.com/chv777/status/721600118223413248,2016-04-17 07:24:09,donation_needs_or_offers_or_volunteering_services,yes,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services
721687625577443330,MarteLobatoTV,El kirchnerismo fue un terremoto de 8 grados ralentizado por 12 años. Ahora a reconstruir el país.,https://www.twitter.com/MarteLobatoTV/status/721687625577443330,2016-04-17 13:11:52,not_related_or_irrelevant,no,not_related_or_irrelevant,not_related_or_irrelevant,not_related_or_irrelevant
721573070587043841,ALDEAna21,"Fuerte terremoto en Ecuador deja más de 40 muertos (+Fotos): El epicentro del temblor de 7,8 grados en la esca... https://t.co/35KEGR21jW",https://www.twitter.com/ALDEAna21/status/721573070587043841,2016-04-17 05:36:40,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721715294838738945,DOneSitios,"#FuerzaEcuador | Hoy iremos compartiendo información sobre el terremoto que se vivió ayer en nuestro País, para... https://t.co/K8EnRoPSNJ",https://www.twitter.com/DOneSitios/status/721715294838738945,2016-04-17 15:01:49,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721706165021896704,odrincon,"Ni Dios lo quiera, pero será que con un terremoto es la única manera el narcodesgobierno de Maduro saque alimentos y medicinas.ergo Ecuador.",https://www.twitter.com/odrincon/status/721706165021896704,2016-04-17 14:25:33,not_related_or_irrelevant,no,not_related_or_irrelevant,not_related_or_irrelevant,not_related_or_irrelevant
721683165278904320,TitularesPy,"El Papa llama a dar ""fuerza y apoyo"" a los afectados por terremoto en Ecuador https://t.co/gJJTHejLld",https://www.twitter.com/TitularesPy/status/721683165278904320,2016-04-17 12:54:09,donation_needs_or_offers_or_volunteering_services,yes,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services
721611386858663936,periodicovzlano,► Así fue el emotivo rescate de un bebé tras el terremoto en Japón (Video) https://t.co/6AWD2P9Ejw https://t.co/TkU7cuH2fG,https://www.twitter.com/periodicovzlano/status/721611386858663936,2016-04-17 08:08:56,missing_trapped_or_found_people,yes,missing_trapped_or_found_people,missing_trapped_or_found_people,missing_trapped_or_found_people
721626748652269569,JoshuaRobalino_,Doble terremoto en Japón ὡ4,https://www.twitter.com/JoshuaRobalino_/status/721626748652269569,2016-04-17 09:09:58,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721651601773961218,FabianVictfa,Las primeras imágenes del terremoto de Ecuador https://t.co/67YaIbVk9u | https://t.co/XMmEBtleXL https://t.co/five5gUYch,https://www.twitter.com/FabianVictfa/status/721651601773961218,2016-04-17 10:48:44,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721683980555264000,PoliticaReal_0,"#26J ""unidad d izda provocaría terremoto en transferencia d votos/escaños: todos perderían menos los morados"" https://t.co/LgYVBtRNfR",https://www.twitter.com/PoliticaReal_0/status/721683980555264000,2016-04-17 12:57:23,not_related_or_irrelevant,no,not_related_or_irrelevant,not_related_or_irrelevant,not_related_or_irrelevant
721568415467483137,tremendobetabt,Angustioso rescate tras colapso de un puente en Ecuador por fuerte terremoto (Video) https://t.co/vyV4kdFp9c,https://www.twitter.com/tremendobetabt/status/721568415467483137,2016-04-17 05:18:10,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721713308353605632,Fmoran__,"Lo que nos deja el terremoto, descubrir la miseria de este país... Aquí un ejemplo: https://t.co/mrqDtkX16h",https://www.twitter.com/Fmoran__/status/721713308353605632,2016-04-17 14:53:56,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721692382643806210,ActualidadRT,"Así despierta  #Pedernales luego del terremoto de 7,8.  #SismoEcuador  https://t.co/Y6lKOioVSc https://t.co/2KESac3pMk",https://www.twitter.com/ActualidadRT/status/721692382643806210,2016-04-17 13:30:47,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721606896042516481,tatianatapia4,La devastación dejada por el potente terremoto en Ecuador https://t.co/j5jHBbh2e4 vía @UniNoticias,https://www.twitter.com/tatianatapia4/status/721606896042516481,2016-04-17 07:51:05,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721703630303178757,AxelAzarias,"El terremoto de Ecuador fue seis veces más potente que el de Japón:          Varios parámetros, además de la ... https://t.co/WbziR3LUNX",https://www.twitter.com/AxelAzarias/status/721703630303178757,2016-04-17 14:15:28,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721565785227988992,Negraci0n,"No juzgo a la gente que robó durante el terremoto, pero hay que ser bien hp para saquear comida mientras damnificados no tienen ni techo.",https://www.twitter.com/Negraci0n/status/721565785227988992,2016-04-17 05:07:43,donation_needs_or_offers_or_volunteering_services,yes,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services
721705160033071105,PreciousWilsR1,#SIGUEMEYTESIGO El terremoto de Ecuador fue seis veces más potente que el de Japón https://t.co/c47AcRXs1h,https://www.twitter.com/PreciousWilsR1/status/721705160033071105,2016-04-17 14:21:33,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721576802464829445,PedroCruzSam,Fotogalería: Un sismo fatal: El terremoto ha dejado víctima y cuantiosos daños https://t.co/IIdqtsTIJr,https://www.twitter.com/PedroCruzSam/status/721576802464829445,2016-04-17 05:51:30,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721719834648576000,ee5182977469494,Fuerza a los amigos q viven en Ecuador por el duro momentos q estan pasando x el terremoto afectado el pais Fuerza y a Horar x EcuadorὊAὤF,https://www.twitter.com/ee5182977469494/status/721719834648576000,2016-04-17 15:19:52,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721589151481470976,PedroCarmeloJ,"Al menos 41 muertos por terremoto de 7,8 grados en la costa de Ecuador: Al menos 41 personas murieron hoy como... https://t.co/Vf2FMBXM4b",https://www.twitter.com/PedroCarmeloJ/status/721589151481470976,2016-04-17 06:40:34,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721578490106146816,ucsg_tv,"Al menos 41 personas murieron hoy como consecuencia del terremoto de 7,8 grados en la escala abierta de Richter... https://t.co/0C7COsIQlg",https://www.twitter.com/ucsg_tv/status/721578490106146816,2016-04-17 05:58:12,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721704127076524032,angelsalazarga1,#Cuba Ecuador: dos niños sobreviven bajo escombros tras el terremoto en Manta (Video):          Mujeres y niñ... https://t.co/gom1S2RBOc,https://www.twitter.com/angelsalazarga1/status/721704127076524032,2016-04-17 14:17:27,missing_trapped_or_found_people,yes,missing_trapped_or_found_people,missing_trapped_or_found_people,missing_trapped_or_found_people
721703112138854400,HernanPorrasM,ECUADOR: Explican por qué aparecen bolas de luz antes de un terremoto https://t.co/rwm06KnhmN #NoTextAndDrive https://t.co/4ftj34kPCq,https://www.twitter.com/HernanPorrasM/status/721703112138854400,2016-04-17 14:13:25,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721581973752385536,LUIDANY,Dios ampare a toda la gente afectada por este terremoto y que los equipos de rescate ayuden en lo que más se pueda.....#FuerzaEcuador,https://www.twitter.com/LUIDANY/status/721581973752385536,2016-04-17 06:12:03,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721593149911654400,ondacero,"Al menos 41 muertos por un potente terremoto de magnitud 7,8 en la costa de Ecuador https://t.co/59Nw85YLaV https://t.co/1E2u4rTgMP",https://www.twitter.com/ondacero/status/721593149911654400,2016-04-17 06:56:28,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721561324359139328,ALVAROHPRADA,Solidaridad con Ecuador por las víctimas que deja el terremoto. https://t.co/4XPhlwGAHt,https://www.twitter.com/ALVAROHPRADA/status/721561324359139328,2016-04-17 04:50:00,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721588203866554370,tuitHispania,"Al menos 41 muertos por un terremoto de 7,8 grados en Ecuador https://t.co/Rlk6lWsfie #noticias",https://www.twitter.com/tuitHispania/status/721588203866554370,2016-04-17 06:36:48,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
